happy,gdp,soci.s,hlexp.b,freedom,generosity,p.corruption,p.affect,n.affect
4.348375,6.884125,0.775,51.355000000000004,0.586875,-0.008125,0.8455,0.5845,0.2675
7.1793571428571425,9.742,0.9056428571428572,70.38571428571429,0.9106428571428572,-9.285714285714273e-4,0.7940714285714285,0.8660714285714286,0.26557142857142857
5.628,10.134461538461538,0.8180769230769231,68.82000000000001,0.6406923076923077,-0.13292307692307692,0.927923076923077,0.6146153846153846,0.2903846153846154
6.092,10.512166666666667,0.8011666666666667,72.875,0.74475,0.05683333333333333,0.8456666666666667,0.7625,0.32866666666666666
6.605636363636363,10.478909090909092,0.9147272727272727,68.98545454545454,0.8015454545454546,-0.148,0.9056363636363637,0.707,0.23827272727272727
4.761333333333333,7.972666666666667,0.7413333333333333,53.913333333333334,0.7226666666666667,0.025666666666666667,0.5763333333333334,0.6653333333333333,0.17766666666666667
5.2161333333333335,9.563333333333333,0.8739333333333333,64.5,0.8616,-0.057133333333333335,0.7509333333333333,0.7661333333333333,0.2889333333333333
5.7405333333333335,9.302866666666667,0.8294,67.40666666666667,0.7742666666666667,-0.11220000000000001,0.77,0.8392666666666666,0.3132666666666667
4.484625,9.24675,0.7295,60.43,0.56325,-0.12025,0.81625,0.5725,0.36125
5.951933333333334,8.9688,0.7792666666666667,64.82000000000001,0.7451333333333333,-0.11893333333333334,0.7440666666666667,0.8410666666666666,0.293
5.633071428571428,10.343714285714286,0.9155,67.32857142857142,0.78,-0.1717142857142857,0.6660714285714285,0.704,0.19178571428571428
4.378875,7.55825,0.704,57.7125,0.741,0.063,0.72425,0.673875,0.26475
6.639428571428572,10.678714285714285,0.923,72.89571428571429,0.8285,-0.09842857142857143,0.6296428571428572,0.7697857142857143,0.25564285714285717
4.435222222222222,9.624555555555556,0.7602222222222222,58,0.6782222222222222,-0.19733333333333333,0.8271111111111111,0.5937777777777777,0.35455555555555557
4.282,9.340933333333334,0.5793333333333334,64.81333333333333,0.6556,-0.24413333333333334,0.5346,0.5342666666666667,0.24013333333333334
6.885,10.823538461538462,0.9213076923076923,71.44923076923077,0.8706153846153846,0.08515384615384615,0.5553846153846154,0.7673076923076924,0.2006153846153846
4.819,8.366999999999999,0.6894,55.22,0.8028,0.06973333333333333,0.8614666666666667,0.715,0.22746666666666668
5.514846153846154,10.323461538461538,0.8082307692307692,71.85384615384615,0.49176923076923074,-0.28107692307692306,0.8919230769230769,0.6645384615384615,0.313
6.253214285714286,8.955428571428572,0.826,62.97142857142857,0.7909285714285714,0.07071428571428572,0.7956428571428571,0.8451428571428571,0.2864285714285714
4.112555555555556,7.694555555555556,0.6131111111111112,52.077777777777776,0.708,0.035222222222222224,0.7673333333333333,0.6771111111111111,0.35788888888888887
5.993,8.773,0.849,57.26,0.694,0.11,0.836,0.768,0.296
5.392571428571428,8.547214285714286,0.8105,66.02142857142857,0.7283571428571428,0.07592857142857143,0.8364285714285714,0.8260714285714286,0.2632857142857143
5.315538461538462,10.21223076923077,0.9013076923076923,66.49230769230769,0.6091538461538462,-0.1539230769230769,0.9060769230769231,0.6872307692307692,0.24215384615384616
7.434142857142858,10.850571428571428,0.9768571428571429,72.84571428571428,0.9275714285714286,0.2581428571428571,0.7012857142857143,0.8758571428571429,0.16057142857142856
4.410714285714286,8.513714285714286,0.5997142857142858,58.505714285714284,0.7927142857142857,0.019071428571428573,0.8265714285714286,0.6866428571428571,0.3152857142857143
4.896875,9.50575,0.636625,64.465,0.714125,0.168125,0.732125,0.641375,0.45175
4.672363636363636,9.203454545454546,0.7487272727272727,59.32727272727273,0.5213636363636364,-0.054363636363636364,0.8156363636363636,0.528,0.5099090909090909
7.221642857142857,10.51207142857143,0.9017857142857143,72.64857142857143,0.7165714285714285,0.1225,0.8327142857142857,0.6717142857142857,0.30907142857142855
6.244714285714286,10.643571428571429,0.8955,73.05142857142857,0.6311428571428571,-0.011642857142857142,0.9045714285714286,0.6810714285714285,0.32042857142857145
4.605444444444444,8.420222222222222,0.6646666666666666,48.38666666666667,0.7555555555555555,-0.058,0.767,0.6787777777777778,0.3351111111111111
5.800166666666667,9.1745,0.8823333333333333,66.46,0.81466666666666665,-0.059500000000000004,0.9025,0.7693333333333333,0.24966666666666668
5.981692307692308,10.572307692307692,0.9009230769230769,74.38615384615385,0.8034615384615384,-0.16238461538461538,0.696923076923077,0.7608461538461538,0.1853076923076923
5.7989999999999995,9.334,0.87,64.22,0.7085,-0.0935,0.7015,0.664,0.2525
5.806133333333333,10.025466666666667,0.8984666666666666,61.85333333333333,0.8024,-0.14353333333333335,0.7976666666666666,0.7030666666666666,0.1616
4.402933333333333,8.198066666666666,0.7795333333333333,56.71333333333333,0.7203333333333333,0.14846666666666666,0.8635333333333334,0.7543333333333333,0.20213333333333333
6.4863333333333335,11.091666666666667,0.9126666666666667,64.33333333333333,0.7636666666666666,-0.08666666666666666,0.49633333333333335,0.7606666666666666,0.21233333333333335
5.169866666666667,8.412933333333333,0.8690666666666667,62.333333333333336,0.7818666666666667,0.017333333333333333,0.9030666666666667,0.7094,0.16693333333333332
5.0188749999999995,8.652750000000001,0.737,56.9025,0.897375,0.27599999999999997,0.63575,0.862625,0.25825
5.427214285714285,10.158714285714286,0.8751428571428571,65.40714285714286,0.6432142857142857,-0.129,0.8621428571428572,0.6190714285714286,0.22442857142857142
4.942384615384615,9.729846153846154,0.7678461538461538,65.73538461538462,0.6184615384615385,0.008846153846153846,0.9070769230769231,0.5142307692307693,0.329
4.0032499999999995,7.89675,0.79525,47.085,0.705,-0.11549999999999999,0.80575,0.7515000000000001,0.24200000000000002
4.0473333333333334,7.295111111111111,0.6836666666666666,53.38666666666667,0.7291111111111112,0.008111111111111112,0.8522222222222222,0.6045555555555555,0.3854444444444445
5.55625,9.64425,0.8322499999999999,62.39,0.7585,-0.05625,0.6990000000000001,0.70175,0.37375
5.825866666666666,10.275333333333334,0.9229333333333334,65.40666666666667,0.6155333333333334,-0.2426,0.9183333333333333,0.5755333333333333,0.2598666666666667
3.9809,7.3648,0.6981,57.582,0.516,-0.041,0.8364,0.7138,0.25479999999999997
4.05475,6.883916666666667,0.5678333333333333,53.038333333333334,0.7905833333333333,0.10091666666666667,0.7763333333333333,0.6809166666666666,0.25975
5.795416666666666,10.00975,0.8270833333333333,65.91666666666667,0.8214166666666667,0.11108333333333334,0.8273333333333334,0.80725,0.21225
4.249461538461539,7.655076923076923,0.7790769230769231,49.42,0.6743846153846154,-0.050923076923076925,0.799923076923077,0.7423076923076923,0.22876923076923078
6.6625,10.6055,0.9301666666666667,72.18,0.9178333333333334,0.26916666666666667,0.6673333333333333,0.6946666666666667,0.33599999999999997
4.4114615384615385,8.512384615384615,0.7826153846153846,55.463076923076926,0.5562307692307692,-0.045,0.7314615384615385,0.74,0.19776923076923078
5.863857142857142,9.93742857142857,0.8637142857142858,66,0.858,0.06142857142857143,0.8288571428571428,0.7754285714285715,0.19071428571428573
6.706285714285714,9.837642857142857,0.8267142857142857,67.31,0.7762857142857142,-0.12457142857142857,0.7342142857142857,0.8213571428571429,0.23307142857142857
5.613533333333334,9.193666666666667,0.8384666666666667,62.733333333333334,0.6482,-0.08873333333333333,0.9337333333333333,0.5968666666666667,0.2776
5.058076923076923,9.197692307692307,0.9256153846153846,61.176923076923075,0.6946153846153846,0.11515384615384615,0.9029230769230769,0.6573076923076923,0.18623076923076923
5.311769230769231,9.806538461538462,0.8181538461538461,67.73076923076923,0.5794615384615385,-0.1036923076923077,0.7852307692307692,0.5826153846153846,0.3680769230769231
5.0905555555555555,8.862222222222222,0.6277777777777778,65.2,0.7334444444444445,-0.22255555555555556,0.8104444444444444,0.6615555555555556,0.28655555555555556
4.683625,7.00725,0.753125,49.8275,0.735375,0.034749999999999996,0.73525,0.613875,0.3205
4.603666666666666,9.1645,0.8115,55.24,0.7665,-0.1535,0.8325,0.7233333333333334,0.23666666666666666
4.6989230769230765,7.884846153846154,0.7799230769230769,60.353846153846156,0.6746153846153846,0.1456923076923077,0.8502307692307692,0.6247692307692307,0.27676923076923077
5.626714285714286,8.540285714285714,0.8532142857142857,66.02142857142857,0.8102142857142858,0.04414285714285714,0.7350714285714286,0.8060714285714285,0.3132142857142857
4.254214285714285,6.985357142857143,0.6907142857142857,50.51428571428571,0.7459285714285714,-0.025142857142857144,0.6833571428571429,0.7065714285714286,0.23357142857142857
5.013538461538461,8.499461538461539,0.7556923076923077,47.5,0.6753846153846154,0.06492307692307693,0.8944615384615385,0.7508461538461538,0.23299999999999998
4.915,9.577307692307693,0.7915384615384615,64.96223076923077,0.645,-0.003307692307692307,0.8720769230769231,0.5940769230769231,0.3242307692307692
5.243846153846154,8.339,0.5643846153846154,56.91538461538462,0.5083846153846154,0.10915384615384616,0.795,0.6200769230769231,0.337
4.4275,8.3015,0.7344999999999999,62.073499999999996,0.42375,-0.08800000000000001,0.7865,0.57725,0.4155
6.683714285714286,10.1155,0.9037142857142857,68.8,0.8140714285714286,-0.03435714285714286,0.8548571428571429,0.8528571428571429,0.2075
5.5590769230769235,9.283923076923077,0.9063076923076923,64.71538461538462,0.7686153846153846,0.05730769230769231,0.8311538461538461,0.8677692307692307,0.22376923076923078
5.594285714285714,9.291285714285713,0.8028571428571428,66.79285714285714,0.7388571428571429,-0.10321428571428572,0.8819285714285714,0.7783571428571429,0.36342857142857143
5.2542857142857144,8.838000000000001,0.817,61.19285714285714,0.8994285714285715,-0.024285714285714285,0.7776428571428572,0.8137142857142857,0.3417857142857143
5.9557692307692305,10.208615384615385,0.9113846153846153,68.1923076923077,0.8256153846153846,-0.08192307692307693,0.8336923076923077,0.7442307692307693,0.23184615384615384
5.4413846153846155,10.369461538461538,0.8780769230769231,71.53538461538461,0.8267692307692308,-0.17792307692307693,0.9211538461538461,0.6953846153846154,0.3272307692307692
5.5655833333333335,10.0585,0.7773333333333333,66.01166666666667,0.726,-0.15033333333333335,0.9529166666666666,0.64625,0.29425
5.520866666666667,10.132733333333332,0.9008666666666667,62.13333333333333,0.6691333333333334,-0.2288,0.9063333333333333,0.6398,0.17713333333333334
6.4795,10.6975,0.872,64.13,0.5855,-0.066,0.47650000000000003,0.726,0.2605
4.4417857142857144,7.9696428571428575,0.7505714285714286,57.05,0.6825714285714286,-0.05878571428571428,0.8231428571428572,0.7375,0.22042857142857142
5.245230769230769,9.65876923076923,0.8266153846153846,67.0923076923077,0.5720000000000001,-0.08107692307692307,0.8985384615384615,0.5346153846153846,0.34746153846153843
4.1120833333333335,7.355166666666666,0.6825,45.71333333333333,0.7051666666666667,0.07341666666666667,0.8553333333333333,0.5455,0.38808333333333334
6.063916666666667,10.258416666666667,0.93,67.90833333333333,0.6708333333333333,-0.08008333333333334,0.9165,0.7151666666666667,0.26758333333333334
6.053615384615385,10.449538461538461,0.9287692307692308,70.04615384615384,0.9140769230769231,-0.021384615384615384,0.8421538461538461,0.6430769230769231,0.2826923076923077
4.857928571428571,9.436214285714286,0.8642857142857143,53.40571428571429,0.7515,-0.11750000000000001,0.8429285714285715,0.7792142857142857,0.226
5.865785714285714,10.511571428571429,0.793,72.21285714285715,0.6343571428571428,-0.05207142857142857,0.7956428571428571,0.6615714285714286,0.22814285714285715
6.463785714285715,10.542,0.9383571428571429,73.44428571428571,0.7693571428571429,-0.08678571428571429,0.8024285714285714,0.7090714285714286,0.3206428571428571
4.308461538461539,9.227384615384615,0.8289230769230769,66.4076923076923,0.8129230769230769,0.18023076923076922,0.8186923076923077,0.810076923076923,0.21638461538461537
4.3786,8.1998,0.8416,54.332,0.5486,-0.0212,0.7258,0.6212,0.252
6.269,9.797,0.797,62.24,0.885,-0.077,0.751,0.764,0.25
4.491666666666666,9.023333333333333,0.7916666666666666,47.477000000000004,0.638,-0.14533333333333334,0.7776666666666666,0.8076666666666666,0.261
4.017,8.594714285714286,0.6715714285714286,61.26,0.5651428571428572,0.13271428571428573,0.6961428571428572,0.5085714285714286,0.4744285714285714
5.988666666666667,10.636666666666667,0.8476666666666667,69.14,0.6496666666666667,-0.014,0.8173333333333334,0.8176666666666667,0.133
4.812083333333334,7.797916666666667,0.7451666666666666,62.44166666666667,0.7764166666666666,0.0018333333333333344,0.7136666666666667,0.6495833333333333,0.19225
3.6973333333333334,7.7002,0.7638,54.17333333333333,0.7140666666666666,0.1324,0.7677333333333334,0.7238,0.2076
3.5549999999999997,7.239222222222222,0.456,52.83777777777778,0.6233333333333333,-0.03077777777777778,0.8032222222222222,0.5616666666666666,0.42
6.2814,10.25,0.8814,62.54,0.8318,0.08979999999999999,0.927,0.84,0.2162
4.731363636363636,9.247818181818182,0.6918181818181818,66.16363636363636,0.6090909090909091,-0.19645454545454547,0.8467272727272728,0.5614545454545454,0.336
5.275714285714286,10.077428571428571,0.7985,65.36,0.5402142857142858,-0.1595,0.7601428571428571,0.5367857142857143,0.3650714285714286
4.304133333333334,7.574066666666667,0.8101333333333334,52.333333333333336,0.7308,0.04786666666666667,0.8451333333333333,0.6778,0.32626666666666665
4.7674666666666665,9.4088,0.8742,62.95333333333333,0.5659333333333333,-0.12193333333333334,0.9326,0.601,0.22333333333333333
7.0506153846153845,10.960307692307692,0.9171538461538462,68.48615384615384,0.8359230769230769,0.18653846153846154,0.6993846153846154,0.8275384615384616,0.264
6.261866666666666,9.8386,0.9022666666666667,68.38,0.864,-0.08646666666666666,0.5828,0.8229333333333333,0.26166666666666666
5.970111111111112,8.629888888888889,0.9356666666666666,63.971111111111114,0.9378888888888889,0.11522222222222223,0.5034444444444445,0.8004444444444444,0.15633333333333332
6.224272727272727,9.495272727272727,0.9197272727272727,65.80727272727273,0.6644545454545455,-0.16418181818181818,0.7936363636363636,0.8150909090909091,0.23154545454545455
5.3652,8.6477,0.8251,66.9,0.8821,-0.006699999999999999,0.7847,0.6365,0.2009
4.019285714285714,8.217142857142857,0.6898571428571428,54.25714285714285,0.6377142857142857,-0.1392857142857143,0.833,0.5494285714285714,0.299
4.551714285714286,8.066857142857144,0.7377142857142858,51.707142857142856,0.7567857142857143,0.013357142857142857,0.8288571428571428,0.7206428571428571,0.2943571428571429
3.8826,7.850333333333333,0.7994,50.233333333333334,0.5879333333333333,-0.083,0.8442,0.7177333333333333,0.2244
